,x,y,z
3135,31,35,133.8453125
3136,31,36,133.54062500000003
3137,31,37,132.88234375000002
3138,31,38,132.1415625
3139,31,39,131.53859375
3140,31,40,130.60796875
3141,31,41,129.499375
3142,31,42,128.28578125
3143,31,43,127.05859374999999
3144,31,44,125.73359375
3145,31,45,122.38656250000001
3146,31,46,120.83875
3147,31,47,122.34140625
3148,31,48,121.49250000000002
3149,31,49,119.96812499999999
3150,31,50,117.68
3151,31,51,119.23296875
3152,31,52,121.85359375
3153,31,53,124.53203125
3154,31,54,127.748125
3155,31,55,131.2665625
3156,31,56,135.7040625
3157,31,57,140.54609374999998
3158,31,58,145.6759375
3159,31,59,150.71296875
3160,31,60,155.14562500000002
3161,31,61,159.15953125
3162,31,62,163.58390625
3163,31,63,166.83765625
3164,31,64,169.22078125
3165,31,65,170.62265624999998
3166,31,66,174.17515625
3167,31,67,176.51859375
3168,31,68,177.23078125
3169,31,69,180.245625
3170,31,70,182.1175
3171,31,71,183.69265625
3172,31,72,184.84828125
3173,31,73,186.07750000000001
3174,31,74,187.12875
3175,31,75,188.164375
3176,31,76,188.96156249999999
3177,31,77,189.659375
3178,31,78,190.02703125
3179,31,79,190.17890625
3180,31,80,190.29828125
3181,31,81,190.03984375
3182,31,82,190.03687499999998
3183,31,83,189.73125
3184,31,84,188.71874999999997
3185,31,85,187.34796875
3186,31,86,185.793125
3187,31,87,184.04234375
3188,31,88,182.2340625
3189,31,89,180.32625000000002
3190,31,90,178.344375
3191,31,91,176.43015625000004
3192,31,92,174.53125
3193,31,93,172.6296875
3194,31,94,171.13562499999998
3195,31,95,169.52781249999998
3196,31,96,168.84484375000002
3197,31,97,170.02203125
3198,31,98,171.84296875
3199,31,99,173.6
3200,32,0,104.24828124999999
3201,32,1,101.02859375
3202,32,2,100.7825
3203,32,3,104.11015624999999
3204,32,4,108.58093750000002
3205,32,5,112.289375
3206,32,6,116.71718750000002
3207,32,7,119.138125
3208,32,8,120.6315625
3209,32,9,121.47984375
3210,32,10,123.19828125000001
3211,32,11,124.3815625
3212,32,12,125.57765625
3213,32,13,126.60234374999999
3214,32,14,127.388125
3215,32,15,128.13218750000001
3216,32,16,128.7971875
3217,32,17,129.33421875000002
3218,32,18,129.83609375
3219,32,19,130.37203125
3220,32,20,131.0046875
3221,32,21,131.73984375
3222,32,22,132.55796875
3223,32,23,133.3721875
3224,32,24,134.0959375
3225,32,25,134.74265625
3226,32,26,135.10515625
3227,32,27,135.24203125
3228,32,28,135.12906250000003
3229,32,29,134.76500000000001
3230,32,30,134.21218750000003
3231,32,31,133.65109375
3232,32,32,133.15640624999997
3233,32,33,132.78625
3234,32,34,132.5334375
3235,32,35,132.33031250000002
3236,32,36,131.89890625
3237,32,37,131.25515625
3238,32,38,131.0040625
3239,32,39,130.2978125
3240,32,40,129.29828125
3241,32,41,128.1525
3242,32,42,127.02921874999998
3243,32,43,125.98906249999999
3244,32,44,124.6746875
3245,32,45,121.509375
3246,32,46,119.11515624999998
3247,32,47,120.17015625
3248,32,48,119.28953125
3249,32,49,118.7853125
3250,32,50,117.33765625
3251,32,51,119.85578125
3252,32,52,123.24203125
3253,32,53,126.87390625
3254,32,54,130.86546875
3255,32,55,134.78
3256,32,56,138.72640625
3257,32,57,142.93156249999998
3258,32,58,147.40500000000003
3259,32,59,152.15140624999998
3260,32,60,156.42656250000002
3261,32,61,160.43140625
3262,32,62,164.11812500000002
3263,32,63,166.895
3264,32,64,168.95250000000001
3265,32,65,170.16015625000003
3266,32,66,173.42046875
3267,32,67,175.71859375000003
3268,32,68,176.4478125
3269,32,69,178.83656249999999
3270,32,70,181.1821875
3271,32,71,182.6734375
3272,32,72,183.96078125000003
3273,32,73,185.19312499999998
3274,32,74,186.3475
3275,32,75,187.29984374999998
3276,32,76,188.1175
3277,32,77,188.930625
3278,32,78,189.38328124999998
3279,32,79,189.468125
3280,32,80,189.46781249999998
3281,32,81,189.12140625
3282,32,82,189.25906250000003
3283,32,83,188.9
3284,32,84,187.78265625
3285,32,85,186.50265625
3286,32,86,184.95531250000002
3287,32,87,183.23874999999998
3288,32,88,181.35968749999998
3289,32,89,179.43390625
3290,32,90,177.35828125
3291,32,91,175.27015624999999
3292,32,92,173.3703125
3293,32,93,171.5865625
3294,32,94,169.98296875
3295,32,95,167.6025
3296,32,96,165.8815625
3297,32,97,167.479375
3298,32,98,169.50625
3299,32,99,171.444375
3300,33,0,102.978125
3301,33,1,100.27984375
3302,33,2,100.23171875000001
3303,33,3,103.22906250000001
3304,33,4,107.78015625
3305,33,5,112.37171875
3306,33,6,117.68265625000001
3307,33,7,119.27296874999999
3308,33,8,120.943125
3309,33,9,120.92390625
3310,33,10,122.34437499999999
3311,33,11,123.70796874999998
3312,33,12,124.41375
3313,33,13,125.42921875
3314,33,14,126.035625
3315,33,15,126.72093749999999
3316,33,16,127.19062500000001
3317,33,17,127.6375
3318,33,18,128.1134375
3319,33,19,128.65890625
3320,33,20,129.30140624999999
3321,33,21,130.03796875
3322,33,22,130.82812499999997
3323,33,23,131.63734375
3324,33,24,132.4565625
3325,33,25,133.14359375
3326,33,26,133.63171874999998
3327,33,27,133.99859375
3328,33,28,133.98734374999998
3329,33,29,133.61624999999998
3330,33,30,133.05921874999999
3331,33,31,132.40453125
3332,33,32,131.82484375
3333,33,33,131.335625
3334,33,34,130.95140625000002
3335,33,35,130.60828125
3336,33,36,130.18125
3337,33,37,130.21984375
3338,33,38,129.93125
3339,33,39,129.1509375
3340,33,40,128.0528125
3341,33,41,126.91421874999999
3342,33,42,125.87640625
3343,33,43,124.97390625000001
3344,33,44,123.5634375
3345,33,45,120.0603125
3346,33,46,117.49421874999999
3347,33,47,117.03906249999999
3348,33,48,116.10859375
3349,33,49,116.13296875
3350,33,50,118.46828124999999
3351,33,51,122.4340625
3352,33,52,126.21859375000001
3353,33,53,130.08015625000002
3354,33,54,134.2928125
3355,33,55,138.31828124999998
3356,33,56,142.18125
3357,33,57,145.71609375000003
3358,33,58,149.69609375000002
3359,33,59,153.6403125
3360,33,60,157.18953125
3361,33,61,160.90921875
3362,33,62,163.713125
3363,33,63,166.28125
3364,33,64,168.19890625000002
3365,33,65,169.27375
3366,33,66,172.32328124999998
3367,33,67,174.57609375
3368,33,68,175.54406250000002
3369,33,69,177.16796875000003
3370,33,70,180.12906249999997
3371,33,71,181.6278125
3372,33,72,182.99406249999998
3373,33,73,184.30375
3374,33,74,185.44000000000005
3375,33,75,186.486875
3376,33,76,187.38968749999998
3377,33,77,188.26453125
3378,33,78,188.55796875
3379,33,79,188.6809375
3380,33,80,188.55546875
3381,33,81,188.3725
3382,33,82,188.46468749999997
3383,33,83,188.01999999999998
3384,33,84,186.98890624999999
3385,33,85,185.64828125000003
3386,33,86,184.229375
3387,33,87,182.48265625000002
3388,33,88,180.71249999999998
3389,33,89,178.95296875000003
3390,33,90,176.87
3391,33,91,174.8134375
3392,33,92,172.85625000000002
3393,33,93,170.90328125
3394,33,94,168.555
3395,33,95,165.05421875
3396,33,96,162.22375000000002
3397,33,97,164.94328124999998
3398,33,98,167.36624999999998
3399,33,99,169.2978125
3400,34,0,100.86
3401,34,1,99.61546874999999
3402,34,2,99.66437499999999
3403,34,3,102.8484375
3404,34,4,107.63671875
3405,34,5,112.75984375
3406,34,6,118.0490625
3407,34,7,118.97562500000001
3408,34,8,119.59937500000001
3409,34,9,119.33937499999999
3410,34,10,121.10312499999999
3411,34,11,123.1740625
3412,34,12,123.61218749999999
3413,34,13,124.20750000000001
3414,34,14,124.81796875
3415,34,15,124.53984375
3416,34,16,125.5121875
3417,34,17,126.11328125000001
3418,34,18,126.51218750000001
3419,34,19,127.05390625000001
3420,34,20,127.7334375
3421,34,21,128.52031250000002
3422,34,22,129.37234375
3423,34,23,130.22718749999999
3424,34,24,131.03234375
3425,34,25,131.77953125
3426,34,26,132.40046875000002
3427,34,27,132.66
3428,34,28,132.10703125000003
3429,34,29,131.83406250000002
3430,34,30,131.98125
3431,34,31,131.5759375
3432,34,32,130.96421875
3433,34,33,130.2865625
3434,34,34,129.6603125
3435,34,35,129.07718749999998
3436,34,36,129.2365625
3437,34,37,129.27828125
3438,34,38,128.82515625
3439,34,39,127.97421874999999
3440,34,40,126.89250000000001
3441,34,41,125.76656249999999
3442,34,42,124.8046875
3443,34,43,124.02078125
3444,34,44,121.87171875000001
3445,34,45,117.77921874999998
3446,34,46,115.53906249999997
3447,34,47,114.89124999999999
3448,34,48,116.28671875
3449,34,49,118.64453124999999
3450,34,50,121.8053125
3451,34,51,125.77921875
3452,34,52,129.65500000000003
3453,34,53,133.611875
3454,34,54,137.609375
3455,34,55,141.4734375
3456,34,56,145.18531249999998
3457,34,57,148.51125
3458,34,58,151.899375
3459,34,59,154.77125
3460,34,60,157.49875
3461,34,61,160.03734375000002
3462,34,62,162.43640625
3463,34,63,164.96015625
3464,34,64,166.855625
3465,34,65,167.58875000000003
3466,34,66,170.659375
3467,34,67,172.77484375000003
3468,34,68,174.41484375
3469,34,69,175.44734375000002
3470,34,70,178.75375
3471,34,71,180.4609375
3472,34,72,181.86703125
3473,34,73,183.36812499999996
3474,34,74,184.68671874999998
3475,34,75,185.74609375
3476,34,76,186.69734375000002
3477,34,77,187.44687499999998
3478,34,78,187.78281249999998
3479,34,79,187.85234375000002
3480,34,80,187.62
3481,34,81,187.79578125
3482,34,82,187.72265624999997
3483,34,83,187.21218749999997
3484,34,84,186.14562500000005
3485,34,85,184.96484375
3486,34,86,183.52015625
3487,34,87,181.945625
3488,34,88,180.21765625
3489,34,89,178.46062500000002
3490,34,90,176.796875
3491,34,91,174.97296874999998
3492,34,92,172.579375
3493,34,93,170.17296875000002
3494,34,94,167.6290625
3495,34,95,163.9978125
3496,34,96,160.12890625
3497,34,97,162.853125
3498,34,98,165.32734375
3499,34,99,167.28984375000002
3500,35,0,99.73265624999999
3501,35,1,98.781875
3502,35,2,99.64984374999999
3503,35,3,103.4896875
3504,35,4,108.35093749999999
3505,35,5,113.64187499999998
3506,35,6,118.25937499999999
3507,35,7,119.03453125
3508,35,8,119.10859374999998
3509,35,9,119.13218750000001
3510,35,10,119.80437500000001
3511,35,11,122.63546875000002
3512,35,12,123.71453125000001
3513,35,13,123.2284375
3514,35,14,123.54812499999998
3515,35,15,123.67781250000002
3516,35,16,123.77609375
3517,35,17,124.74187500000001
3518,35,18,125.24609374999999
3519,35,19,125.57656250000001
3520,35,20,126.28500000000003
3521,35,21,127.168125
3522,35,22,128.10453125
3523,35,23,129.0303125
3524,35,24,129.87921875
3525,35,25,130.62250000000003
3526,35,26,131.370625
3527,35,27,131.80015625
3528,35,28,131.558125
3529,35,29,131.24609375
3530,35,30,130.88171875
3531,35,31,130.13296875
3532,35,32,129.8590625
3533,35,33,129.391875
3534,35,34,128.62046875
3535,35,35,128.19750000000002
3536,35,36,128.5684375
3537,35,37,128.3171875
3538,35,38,127.49375
3539,35,39,126.87328124999999
3540,35,40,125.75296874999998
3541,35,41,124.67078125
3542,35,42,123.77296875
3543,35,43,122.96875000000001
3544,35,44,119.49562499999999
3545,35,45,115.22515625000001
3546,35,46,114.00265624999999
3547,35,47,116.01656249999999
3548,35,48,118.264375
3549,35,49,121.17078125000002
3550,35,50,124.913125
3551,35,51,128.85796875
3552,35,52,132.90812499999998
3553,35,53,136.775625
3554,35,54,140.50031249999998
3555,35,55,143.75484375
3556,35,56,146.97125000000003
3557,35,57,150.12296875
3558,35,58,152.98453124999997
3559,35,59,155.37578125000002
3560,35,60,157.18796875
3561,35,61,158.91390625
3562,35,62,161.0784375
3563,35,63,163.20390625000002
3564,35,64,165.26390625
3565,35,65,165.7971875
3566,35,66,168.55874999999997
3567,35,67,170.65265625
3568,35,68,173.0153125
3569,35,69,173.5415625
3570,35,70,177.00140624999997
3571,35,71,179.14703125
3572,35,72,180.71984374999997
3573,35,73,182.27328125000003
3574,35,74,183.70875
3575,35,75,184.92578125
3576,35,76,185.955625
3577,35,77,186.51796875000002
3578,35,78,186.87921875
3579,35,79,187.14953125
3580,35,80,186.74984375
3581,35,81,187.13140625000003
3582,35,82,186.99109375
3583,35,83,186.385625
3584,35,84,185.29
3585,35,85,184.08640625
3586,35,86,182.78046875
3587,35,87,181.41750000000002
3588,35,88,179.95515625000002
3589,35,89,178.3525
3590,35,90,176.7625
3591,35,91,174.983125
3592,35,92,172.21265625
3593,35,93,169.6096875
3594,35,94,166.90812500000004
3595,35,95,163.08578125
3596,35,96,159.03578125
3597,35,97,161.018125
3598,35,98,163.07046875
3599,35,99,165.11375000000004
3600,36,0,98.85359375
3601,36,1,98.40406250000001
3602,36,2,100.69968749999998
3603,36,3,104.94781249999998
3604,36,4,109.5059375
3605,36,5,114.70999999999998
3606,36,6,116.99484375
3607,36,7,118.5259375
3608,36,8,118.879375
3609,36,9,118.61734374999999
3610,36,10,119.28406250000002
3611,36,11,121.2896875
3612,36,12,122.35640625
3613,36,13,121.44421874999999
3614,36,14,122.05328125
3615,36,15,123.08374999999998
3616,36,16,122.62421875000001
3617,36,17,123.35187500000002
3618,36,18,123.89390625
3619,36,19,124.45750000000001
3620,36,20,125.09921875
3621,36,21,126.01390624999999
3622,36,22,127.06203125
3623,36,23,128.05937500000002
3624,36,24,128.95171875
3625,36,25,129.708125
3626,36,26,130.7996875
3627,36,27,131.20890625000004
3628,36,28,131.2240625
3629,36,29,130.6565625
3630,36,30,129.618125
3631,36,31,128.935
3632,36,32,128.2059375
3633,36,33,127.83218749999999
3634,36,34,127.425625
3635,36,35,127.12
3636,36,36,126.74359374999999
3637,36,37,126.7478125
3638,36,38,126.2465625
3639,36,39,125.65937499999998
3640,36,40,124.60625
3641,36,41,123.62359375000001
3642,36,42,122.703125
3643,36,43,120.78125
3644,36,44,116.7109375
3645,36,45,113.38921875000001
3646,36,46,114.70312499999999
3647,36,47,117.09296875
3648,36,48,120.148125
3649,36,49,123.6878125
3650,36,50,127.63984375000001
3651,36,51,131.68
3652,36,52,135.5646875
3653,36,53,139.16765625
3654,36,54,142.41484375
3655,36,55,145.058125
3656,36,56,147.66218750000002
3657,36,57,150.41203125
3658,36,58,153.1765625
3659,36,59,155.13468749999998
3660,36,60,156.37890625
3661,36,61,157.75593750000002
3662,36,62,159.30374999999998
3663,36,63,161.155
3664,36,64,162.9321875
3665,36,65,164.34156249999998
3666,36,66,165.6990625
3667,36,67,168.77062500000002
3668,36,68,171.32109375
3669,36,69,172.87125
3670,36,70,174.97375000000002
3671,36,71,177.90234375
3672,36,72,179.6984375
3673,36,73,181.2296875
3674,36,74,182.77421875
3675,36,75,184.08078125000003
3676,36,76,185.0946875
3677,36,77,185.56484375
3678,36,78,185.9453125
3679,36,79,186.31
3680,36,80,186.07218749999998
3681,36,81,186.43609375
3682,36,82,186.2609375
3683,36,83,185.4778125
3684,36,84,184.38093750000002
3685,36,85,183.15609375
3686,36,86,181.82671875
3687,36,87,180.5696875
3688,36,88,179.16031250000003
3689,36,89,177.92609375
3690,36,90,176.38234374999996
3691,36,91,174.84078125000002
3692,36,92,172.1559375
3693,36,93,169.25203125
3694,36,94,166.08640624999998
3695,36,95,162.2871875
3696,36,96,157.96546874999999
3697,36,97,158.2209375
3698,36,98,160.51859375
3699,36,99,162.64234374999998
3700,37,0,97.95328125
3701,37,1,99.4278125
3702,37,2,102.30875
3703,37,3,106.29640625
3704,37,4,110.92890625
3705,37,5,113.25015624999999
3706,37,6,115.53140624999999
3707,37,7,116.69234375
3708,37,8,117.00484374999999
3709,37,9,117.57328125000001
3710,37,10,118.29609375
3711,37,11,119.44046875000001
3712,37,12,120.15140625000001
3713,37,13,120.8771875
3714,37,14,121.03749999999998
3715,37,15,121.2584375
3716,37,16,121.08343749999999
3717,37,17,121.24375
3718,37,18,122.32875
3719,37,19,123.11687500000001
3720,37,20,124.02656250000001
3721,37,21,125.16890624999999
3722,37,22,126.22625
3723,37,23,127.28859374999999
3724,37,24,128.25078125000002
3725,37,25,129.015625
3726,37,26,129.62046875
3727,37,27,130.20828125
3728,37,28,130.52203125
3729,37,29,129.83515625
3730,37,30,129.2496875
3731,37,31,128.76500000000001
3732,37,32,127.92562500000001
3733,37,33,126.93171875000002
3734,37,34,126.63796875
3735,37,35,126.14374999999998
3736,37,36,125.53359375000001
3737,37,37,125.66375
3738,37,38,125.24999999999999
3739,37,39,123.879375
3740,37,40,123.04296875000001
3741,37,41,122.46953125
3742,37,42,121.45109375000001
3743,37,43,118.53953125000001
3744,37,44,115.0821875
3745,37,45,112.9446875
3746,37,46,115.3184375
3747,37,47,118.67328125
3748,37,48,122.27562499999999
3749,37,49,126.0875
3750,37,50,129.84312500000001
3751,37,51,133.47140625
3752,37,52,136.84484375
3753,37,53,140.00078125
3754,37,54,143.02140624999998
3755,37,55,145.23609375
3756,37,56,147.33515625000004
3757,37,57,149.61328125
3758,37,58,151.95703125
3759,37,59,153.4728125
3760,37,60,154.29828125
3761,37,61,155.43250000000003
3762,37,62,156.8709375
3763,37,63,158.67000000000002
3764,37,64,160.8175
3765,37,65,162.69265625
3766,37,66,163.5115625
3767,37,67,166.88625
3768,37,68,169.555
3769,37,69,171.98390625
3770,37,70,173.15421875000004
3771,37,71,176.86656250000001
3772,37,72,178.75765625
3773,37,73,180.431875
3774,37,74,182.1184375
3775,37,75,183.278125
3776,37,76,183.971875
3777,37,77,184.59859375000002
3778,37,78,185.53953124999998
3779,37,79,185.4634375
3780,37,80,185.64703124999997
3781,37,81,185.59859375000002
3782,37,82,185.24046875
3783,37,83,184.3965625
3784,37,84,183.31515624999997
3785,37,85,182.070625
3786,37,86,180.72453125
3787,37,87,179.57671875
3788,37,88,178.441875
3789,37,89,177.15562500000001
3790,37,90,175.74015625
3791,37,91,174.06343750000002
3792,37,92,171.76250000000002
3793,37,93,168.63109375000002
3794,37,94,165.42093750000004
3795,37,95,161.305625
3796,37,96,157.02234375
3797,37,97,155.53218750000002
3798,37,98,157.81328125
3799,37,99,160.14296874999997
3800,38,0,98.2721875
3801,38,1,100.4665625
3802,38,2,101.58812499999999
3803,38,3,106.06390625
3804,38,4,110.54875
3805,38,5,111.72874999999999
3806,38,6,113.41734375000001
3807,38,7,115.734375
3808,38,8,116.3640625
3809,38,9,116.9303125
3810,38,10,117.124375
3811,38,11,117.0740625
3812,38,12,117.7540625
3813,38,13,119.40015624999998
3814,38,14,120.11953125
3815,38,15,120.18515625
3816,38,16,120.09624999999998
3817,38,17,120.03562500000001
3818,38,18,120.4415625
3819,38,19,122.1196875
3820,38,20,123.23609375
3821,38,21,124.47625
3822,38,22,125.7328125
3823,38,23,126.8159375
3824,38,24,127.80078124999999
3825,38,25,128.42125000000001
3826,38,26,128.92859374999998
3827,38,27,129.14234375
3828,38,28,129.1315625
3829,38,29,128.99109375
3830,38,30,128.83265624999999
3831,38,31,128.36734375
3832,38,32,127.17843750000002
3833,38,33,126.39125
3834,38,34,125.11828125
3835,38,35,124.72562500000001
3836,38,36,124.363125
3837,38,37,123.56609375
3838,38,38,122.76765624999999
3839,38,39,122.14359375000001
3840,38,40,121.63312499999998
3841,38,41,121.03187499999999
3842,38,42,119.53906249999999
3843,38,43,116.63359375000002
3844,38,44,114.43937500000001
3845,38,45,112.55156249999999
3846,38,46,115.66171874999999
3847,38,47,120.11843749999998
3848,38,48,124.09843749999999
3849,38,49,127.455
3850,38,50,131.019375
3851,38,51,134.11953125
3852,38,52,136.93421875
3853,38,53,139.6328125
3854,38,54,142.26203125
3855,38,55,144.626875
3856,38,56,146.21921874999998
3857,38,57,147.878125
3858,38,58,149.6165625
3859,38,59,151.1328125
3860,38,60,151.77703125
3861,38,61,152.81765625
3862,38,62,154.15468749999997
3863,38,63,155.5553125
3864,38,64,158.1390625
3865,38,65,160.57921875000002
3866,38,66,161.92125
3867,38,67,164.719375
3868,38,68,168.16265625
3869,38,69,170.84375
3870,38,70,172.12265625000003
3871,38,71,176.0871875
3872,38,72,177.96234375
3873,38,73,179.68390625
3874,38,74,181.4265625
3875,38,75,182.2084375
3876,38,76,183.34375
3877,38,77,184.2703125
3878,38,78,184.81953124999998
3879,38,79,184.72421875000003
3880,38,80,185.00390624999997
3881,38,81,184.76390625
3882,38,82,184.23874999999998
3883,38,83,183.3525
3884,38,84,182.22046875
3885,38,85,180.92234375
3886,38,86,179.63718749999998
3887,38,87,178.37750000000003
3888,38,88,177.22656249999994
3889,38,89,176.06125
3890,38,90,174.85203124999998
3891,38,91,173.03078125000002
3892,38,92,170.84859375
3893,38,93,167.95734375
3894,38,94,164.5521875
3895,38,95,160.35515625
3896,38,96,155.71765624999998
3897,38,97,153.28250000000003
3898,38,98,155.6965625
3899,38,99,157.72031249999998
3900,39,0,98.03156250000002
3901,39,1,99.653125
3902,39,2,101.2203125
3903,39,3,105.88765625000002
3904,39,4,109.0040625
3905,39,5,111.00718750000001
3906,39,6,112.89921874999999
3907,39,7,114.26953125
3908,39,8,115.34671875000001
3909,39,9,115.59187499999999
3910,39,10,116.2928125
3911,39,11,116.50265625
3912,39,12,116.2553125
3913,39,13,116.339375
3914,39,14,117.68671875000001
3915,39,15,117.94
3916,39,16,118.839375
3917,39,17,119.690625
3918,39,18,120.33515625
3919,39,19,121.9946875
3920,39,20,123.2203125
3921,39,21,124.19
3922,39,22,125.42125
3923,39,23,126.48578125
3924,39,24,127.4446875
3925,39,25,128.00937499999998
3926,39,26,128.30359375
3927,39,27,128.6246875
3928,39,28,128.88375
3929,39,29,128.10171874999997
3930,39,30,127.50640625
3931,39,31,127.22609375
3932,39,32,126.13171874999998
3933,39,33,125.7053125
3934,39,34,125.0065625
3935,39,35,124.3834375
3936,39,36,123.72609374999999
3937,39,37,122.24968750000001
3938,39,38,121.17906250000001
3939,39,39,120.535
3940,39,40,119.97703125
3941,39,41,119.34890624999998
3942,39,42,116.32906249999999
3943,39,43,113.45406249999999
3944,39,44,112.34828125000001
3945,39,45,112.72234375000001
3946,39,46,116.83515625000001
3947,39,47,121.1646875
3948,39,48,124.8715625
3949,39,49,127.59890625
3950,39,50,130.32515625000002
3951,39,51,133.05390625
3952,39,52,135.60671874999997
3953,39,53,138.00046875
3954,39,54,140.3146875
3955,39,55,142.52234375
3956,39,56,144.06015624999998
3957,39,57,145.48609375
3958,39,58,146.89906249999996
3959,39,59,148.141875
3960,39,60,149.38265625
3961,39,61,150.140625
3962,39,62,151.60859374999998
3963,39,63,153.1875
3964,39,64,155.84375
3965,39,65,158.6015625
3966,39,66,160.45703125
3967,39,67,162.59859375
3968,39,68,166.78671875
3969,39,69,169.44734375000002
3970,39,70,171.52984375
3971,39,71,175.190625
3972,39,72,177.03875
3973,39,73,178.8578125
3974,39,74,180.561875
3975,39,75,181.235625
3976,39,76,182.78875
3977,39,77,183.89265625000002
3978,39,78,184.08875
3979,39,79,184.14671875000002
3980,39,80,184.18625
3981,39,81,183.821875
3982,39,82,183.2496875
3983,39,83,182.31984375
3984,39,84,181.13374999999996
3985,39,85,179.6946875
3986,39,86,178.3828125
3987,39,87,177.12984375
3988,39,88,176.01140625000002
3989,39,89,174.89374999999998
3990,39,90,173.4553125
3991,39,91,171.85046875
3992,39,92,169.74578125
3993,39,93,167.12328125
3994,39,94,163.8353125
3995,39,95,159.6646875
3996,39,96,155.0490625
3997,39,97,151.64249999999998
3998,39,98,153.54953125
3999,39,99,156.00859374999996
4000,40,0,97.83859375000002
4001,40,1,99.13343749999999
4002,40,2,101.15609375000001
4003,40,3,104.11140624999999
4004,40,4,108.0096875
4005,40,5,109.67484375000001
4006,40,6,111.484375
4007,40,7,112.71328125
4008,40,8,113.54374999999999
4009,40,9,114.01546875
4010,40,10,114.95171875000001
4011,40,11,115.99624999999999
4012,40,12,115.80078125
4013,40,13,115.60390625
4014,40,14,115.7471875
4015,40,15,116.550625
4016,40,16,117.48171875
4017,40,17,118.74578125000001
4018,40,18,120.65609375
4019,40,19,121.0621875
4020,40,20,122.7859375
4021,40,21,124.17124999999999
4022,40,22,125.11968750000001
4023,40,23,126.26984375
4024,40,24,127.6821875
4025,40,25,128.155
4026,40,26,128.26515625000002
4027,40,27,128.24859375
4028,40,28,128.40281249999998
4029,40,29,127.15546875000001
4030,40,30,126.24515625
4031,40,31,125.99187500000001
4032,40,32,125.58265625
4033,40,33,125.32671875000001
4034,40,34,124.4359375
4035,40,35,123.48875000000001
4036,40,36,122.43999999999998
4037,40,37,120.68328125
4038,40,38,119.68156249999998
4039,40,39,118.93828125
4040,40,40,118.35265625
4041,40,41,116.81531249999999
4042,40,42,112.66359375
4043,40,43,110.285625
4044,40,44,111.53125
4045,40,45,114.90859375
4046,40,46,118.2371875
4047,40,47,121.37265625
4048,40,48,124.35984375
4049,40,49,126.55328125
4050,40,50,128.8559375
4051,40,51,131.34140625
4052,40,52,133.79578125
4053,40,53,135.815
4054,40,54,137.70234374999998
4055,40,55,139.61578125
4056,40,56,141.3590625
4057,40,57,142.7071875
4058,40,58,144.25421875
4059,40,59,145.528125
4060,40,60,146.76734374999998
4061,40,61,148.04984374999998
4062,40,62,149.45593749999998
4063,40,63,151.65734375
4064,40,64,154.30953125
4065,40,65,157.015625
4066,40,66,159.2884375
4067,40,67,161.3675
4068,40,68,165.56390625000003
4069,40,69,168.40140625
4070,40,70,170.48656250000002
4071,40,71,174.07609374999998
4072,40,72,176.21234375
4073,40,73,178.21421875000001
4074,40,74,179.62828125
4075,40,75,180.43500000000003
4076,40,76,182.20734375
4077,40,77,183.13265624999997
4078,40,78,183.290625
4079,40,79,183.50343750000002
4080,40,80,183.41984374999998
4081,40,81,182.88421875
4082,40,82,182.2528125
4083,40,83,181.1646875
4084,40,84,179.86390625
4085,40,85,178.4675
4086,40,86,177.09203125
4087,40,87,175.94421875
4088,40,88,174.84125
4089,40,89,173.47828124999998
4090,40,90,172.1025
4091,40,91,170.51140625
4092,40,92,168.2215625
4093,40,93,166.24265625
4094,40,94,162.9815625
4095,40,95,158.90609375000003
4096,40,96,154.47718749999999
4097,40,97,150.17953125
4098,40,98,151.09750000000003
4099,40,99,153.91171875
4100,41,0,98.245
4101,41,1,99.74921875
4102,41,2,102.00390624999999
4103,41,3,105.48609375
4104,41,4,107.67625
4105,41,5,108.6315625
4106,41,6,110.06234375000001
4107,41,7,111.29906249999999
4108,41,8,112.1359375
4109,41,9,112.93249999999998
4110,41,10,113.55656250000001
4111,41,11,114.57328125000001
4112,41,12,114.54453125
4113,41,13,114.93921874999998
4114,41,14,115.09109374999998
4115,41,15,115.59328124999999
4116,41,16,117.27140625000001
4117,41,17,119.20890625000001
4118,41,18,120.42328124999999
4119,41,19,120.98484375000001
4120,41,20,122.53703125
4121,41,21,123.87781249999999
4122,41,22,124.47796875
4123,41,23,125.8159375
4124,41,24,127.3215625
4125,41,25,128.15125
4126,41,26,128.245625
4127,41,27,127.5925
4128,41,28,126.86984374999999
4129,41,29,126.84937500000001
4130,41,30,126.33265625000001
4131,41,31,125.4221875
4132,41,32,125.24265625000001
4133,41,33,124.87578125
4134,41,34,123.60218749999999
4135,41,35,122.86171875000001
4136,41,36,121.27624999999999
4137,41,37,119.7984375
4138,41,38,118.71609375000001
4139,41,39,117.70046875
4140,41,40,116.78781249999999
4141,41,41,113.56640625
4142,41,42,109.90062499999999
4143,41,43,110.81609375
4144,41,44,113.75140624999999
4145,41,45,115.86640625000001
4146,41,46,118.50812499999999
4147,41,47,120.66421875
4148,41,48,122.97203125000001
4149,41,49,125.37125
4150,41,50,127.4140625
4151,41,51,129.4946875
4152,41,52,131.431875
4153,41,53,133.71109375
4154,41,54,135.19828125
4155,41,55,136.79609375
4156,41,56,138.23921875000002
4157,41,57,139.43953125
4158,41,58,141.69859375000001
4159,41,59,142.59921875
4160,41,60,144.81734375
4161,41,61,146.375625
4162,41,62,148.13890625
4163,41,63,150.03671875
4164,41,64,152.58921875
